activity_id,user_id,department,user_role,system_name,privileged_access,successful_logins,failed_logins,after_hours_events,sensitive_records_accessed,distinct_locations,primary_country,activity_timestamp,synthetic_anomaly_label
A006716,U0498,Human Resources,Standard User,CUSTOMER-PORTAL,0,16,4,1,353,1,Sri Lanka,2026-08-14T10:36,0
A006717,U0474,Sales,Standard User,DEVOPS,0,9,0,1,58,1,Sri Lanka,2026-06-05T18:19,0
A006718,U0428,Information Technology,Standard User,FILE-SHARE,0,1,5,0,72,1,Sri Lanka,2026-07-02T12:32,0
A006719,U0089,Legal,Finance Analyst,FILE-SHARE,0,22,4,0,105,2,Sri Lanka,2026-09-01T05:31,0
A006720,U0640,Information Technology,Standard User,CRM-CLOUD,0,17,1,2,163,1,Sri Lanka,2026-08-30T20:31,0
A006721,U0525,Procurement,Developer,PAYMENTS,0,14,0,1,8,1,Sri Lanka,2026-08-05T16:37,0
A006722,U0283,Sales,Standard User,DEVOPS,0,5,1,0,76,1,United States,2026-07-09T18:20,0
A006723,U0146,Sales,Standard User,CUSTOMER-PORTAL,0,3,2,1,86,1,United States,2026-07-03T23:12,0
A006724,U0775,Sales,Database Administrator,DEVOPS,1,4,2,1,191,1,Sri Lanka,2026-06-17T14:48,0
A006725,U0137,Customer Support,Standard User,DEVOPS,0,13,5,0,125,1,Sri Lanka,2026-07-09T18:08,0
A006726,U0195,Human Resources,Support Agent,HRIS,0,17,0,0,44,1,United States,2026-06-06T09:06,0
A006727,U0082,Human Resources,Developer,DEVOPS,0,5,2,1,113,1,Sri Lanka,2026-06-30T04:56,0
A006728,U0869,Operations,Standard User,HRIS,0,11,0,0,20,1,Sri Lanka,2026-08-24T22:57,0
A006729,U0158,Procurement,Standard User,PAYMENTS,0,9,1,0,287,1,India,2026-06-16T06:27,0
A006730,U0152,Finance,System Administrator,PAYMENTS,1,22,2,1,153,1,Sri Lanka,2026-07-30T14:33,0
A006731,U0312,Sales,Standard User,PAYMENTS,0,7,1,2,89,2,Sri Lanka,2026-06-19T14:49,0
A006732,U0689,Procurement,Standard User,EMAIL,0,16,1,2,311,1,Sri Lanka,2026-06-24T06:34,0
A006733,U0451,Customer Support,Standard User,CUSTOMER-PORTAL,0,7,0,2,93,1,United States,2026-07-22T08:55,0
A006734,U0789,Finance,Standard User,DATA-WAREHOUSE,0,6,2,1,177,2,Singapore,2026-08-20T01:03,0
A006735,U0133,Procurement,Support Agent,DATA-WAREHOUSE,0,20,4,0,196,1,Sri Lanka,2026-07-24T20:15,0
A006736,U0812,Sales,Standard User,CRM-CLOUD,0,13,0,0,372,1,Sri Lanka,2026-07-27T06:36,0
A006737,U0715,Finance,Developer,FILE-SHARE,0,5,1,0,91,1,United States,2026-07-31T23:24,0
A006738,U0089,Information Technology,Developer,DEVOPS,0,3,3,2,69,1,Sri Lanka,2026-08-17T06:59,0
A006739,U0355,Operations,Developer,HRIS,0,23,5,1,23,1,Sri Lanka,2026-07-21T06:10,0
A006740,U0604,Sales,Support Agent,EMAIL,0,9,1,0,217,1,Sri Lanka,2026-06-13T21:15,0
A006741,U0457,Human Resources,Developer,PAYMENTS,0,17,2,1,118,1,Sri Lanka,2026-07-28T01:28,0
A006742,U0217,Information Technology,Standard User,FILE-SHARE,0,14,1,1,160,1,India,2026-06-09T18:54,0
A006743,U0635,Legal,Contractor,CUSTOMER-PORTAL,0,5,0,5,37,1,Sri Lanka,2026-08-18T03:41,0
A006744,U0750,Legal,Finance Analyst,DATA-WAREHOUSE,0,28,0,0,79,1,India,2026-08-14T02:40,0
A006745,U0141,Information Technology,Standard User,DEVOPS,0,16,1,1,27,1,Sri Lanka,2026-07-27T03:59,0
A006746,U0117,Sales,Standard User,EMAIL,0,14,1,0,121,6,Sri Lanka,2026-08-18T06:17,1
A006747,U0161,Customer Support,Contractor,HRIS,0,18,3,1,55,2,Sri Lanka,2026-08-26T01:26,0
A006748,U0106,Customer Support,Database Administrator,EMAIL,1,15,2,0,145,1,Sri Lanka,2026-07-25T08:54,0
A006749,U0424,Operations,Contractor,EMAIL,0,13,4,1,33,2,Sri Lanka,2026-08-07T17:25,0
A006750,U0320,Legal,Standard User,CUSTOMER-PORTAL,0,7,1,1,135,1,India,2026-08-27T20:21,0
A006751,U0067,Operations,Support Agent,PAYMENTS,0,11,1,1,801,1,United States,2026-06-18T04:05,0
A006752,U0005,Human Resources,Standard User,FILE-SHARE,0,5,2,0,160,2,Germany,2026-08-03T22:01,0
A006753,U0497,Procurement,HR Specialist,HRIS,0,15,1,0,17,1,Sri Lanka,2026-06-14T02:10,0
A006754,U0888,Finance,Standard User,EMAIL,0,11,1,0,41,1,Sri Lanka,2026-08-05T15:52,0
A006755,U0577,Operations,HR Specialist,DEVOPS,0,9,4,3,202,1,Sri Lanka,2026-07-16T00:17,0
A006756,U0895,Customer Support,Standard User,FILE-SHARE,0,19,1,2,90,1,Germany,2026-06-29T00:03,0
A006757,U0750,Legal,Developer,ERP-PROD,1,13,2,0,46,1,Sri Lanka,2026-06-10T05:22,0
A006758,U0611,Legal,Developer,FILE-SHARE,0,17,1,0,63,2,United States,2026-08-23T20:45,0
A006759,U0442,Customer Support,HR Specialist,DEVOPS,0,17,2,1,32,1,Sri Lanka,2026-08-19T17:00,0
A006760,U0331,Customer Support,Support Agent,CRM-CLOUD,0,11,0,0,24,1,United States,2026-08-12T01:03,0
A006761,U0604,Legal,Standard User,CUSTOMER-PORTAL,0,12,0,0,44,1,India,2026-08-12T10:18,0
A006762,U0113,Human Resources,Standard User,CRM-CLOUD,0,7,1,0,69,1,Sri Lanka,2026-06-30T01:15,0
A006763,U0424,Human Resources,Developer,PAYMENTS,0,1,3,0,74,1,Sri Lanka,2026-07-30T17:28,0
A006764,U0678,Human Resources,Support Agent,DATA-WAREHOUSE,0,17,1,2,157,2,Sri Lanka,2026-08-08T08:43,0
A006765,U0792,Sales,Support Agent,FILE-SHARE,0,7,4,0,22,1,Sri Lanka,2026-06-20T17:13,0
A006766,U0215,Sales,Developer,HRIS,0,9,1,0,93,1,India,2026-07-31T15:02,0
A006767,U0242,Operations,Contractor,ERP-PROD,0,15,4,1,14,1,United Kingdom,2026-08-18T09:28,0
A006768,U0020,Legal,Developer,DATA-WAREHOUSE,0,8,3,1,64,1,Sri Lanka,2026-06-21T22:14,0
A006769,U0397,Sales,Developer,FILE-SHARE,0,10,2,0,57,1,Sri Lanka,2026-07-02T08:11,0
A006770,U0616,Legal,Support Agent,ERP-PROD,0,12,3,0,14,2,United Kingdom,2026-08-24T23:48,0
A006771,U0783,Operations,Standard User,EMAIL,0,19,1,0,334,1,Sri Lanka,2026-06-09T00:02,0
A006772,U0136,Legal,Standard User,DATA-WAREHOUSE,0,15,2,1,94,2,Sri Lanka,2026-07-06T09:26,0
A006773,U0329,Sales,HR Specialist,PAYMENTS,0,22,0,0,58,1,Sri Lanka,2026-07-23T07:14,0
A006774,U0829,Sales,Developer,DEVOPS,0,11,2,1,23,1,Sri Lanka,2026-08-13T09:31,0
A006775,U0295,Human Resources,Standard User,EMAIL,0,16,2,1,127,1,Sri Lanka,2026-07-30T22:09,0
A006776,U0660,Human Resources,Standard User,CUSTOMER-PORTAL,0,6,3,0,1101,1,Sri Lanka,2026-06-24T20:01,0
A006777,U0187,Legal,Standard User,DEVOPS,0,11,0,0,86,1,Sri Lanka,2026-06-09T07:27,0
A006778,U0111,Finance,Standard User,DEVOPS,0,6,2,0,34,1,Sri Lanka,2026-07-02T21:24,0
A006779,U0900,Finance,Finance Analyst,PAYMENTS,0,13,2,0,121,1,Sri Lanka,2026-07-22T01:56,0
A006780,U0710,Procurement,Standard User,CRM-CLOUD,0,19,0,0,61,1,Sri Lanka,2026-08-03T17:45,0
A006781,U0087,Finance,Database Administrator,EMAIL,1,15,1,0,281,1,Sri Lanka,2026-06-09T01:06,0
A006782,U0033,Customer Support,Support Agent,CUSTOMER-PORTAL,0,14,0,1,114,1,India,2026-09-01T00:59,0
A006783,U0532,Information Technology,Database Administrator,DATA-WAREHOUSE,1,18,1,1,234,1,Sri Lanka,2026-07-14T18:06,0
A006784,U0824,Legal,Developer,CRM-CLOUD,0,9,2,1,79,1,Sri Lanka,2026-06-28T10:15,0
A006785,U0877,Operations,Finance Analyst,PAYMENTS,0,10,0,0,805,2,Sri Lanka,2026-08-22T06:44,0
A006786,U0828,Sales,Standard User,CUSTOMER-PORTAL,0,18,2,0,299,2,Sri Lanka,2026-08-09T11:48,0
A006787,U0101,Information Technology,Support Agent,CUSTOMER-PORTAL,0,5,1,0,49,1,Sri Lanka,2026-06-25T06:03,0
A006788,U0761,Sales,Standard User,CUSTOMER-PORTAL,0,17,1,1,145,1,Sri Lanka,2026-08-29T02:41,0
A006789,U0705,Customer Support,Contractor,PAYMENTS,0,17,2,0,162,1,Singapore,2026-06-21T23:01,0
A006790,U0131,Human Resources,Standard User,CUSTOMER-PORTAL,0,16,1,0,68,1,Sri Lanka,2026-06-05T20:35,0
A006791,U0740,Human Resources,Standard User,DATA-WAREHOUSE,0,1,3,1,119,1,Sri Lanka,2026-07-20T20:51,0
A006792,U0806,Customer Support,Standard User,ERP-PROD,0,26,3,1,90,1,India,2026-08-01T14:27,0
A006793,U0449,Finance,Support Agent,HRIS,0,17,1,0,47,1,United Kingdom,2026-08-17T09:03,0
A006794,U0249,Sales,Finance Analyst,ERP-PROD,0,7,1,1,129,1,Sri Lanka,2026-08-17T21:00,0
A006795,U0341,Procurement,Developer,DEVOPS,0,6,1,0,149,1,Sri Lanka,2026-06-25T16:25,0
A006796,U0303,Operations,Support Agent,CUSTOMER-PORTAL,0,17,3,0,101,1,Sri Lanka,2026-07-25T19:50,0
A006797,U0491,Procurement,Standard User,ERP-PROD,0,16,1,0,12275,1,Sri Lanka,2026-06-09T19:19,1
A006798,U0612,Human Resources,Standard User,EMAIL,0,19,6,0,405,2,Sri Lanka,2026-06-12T00:03,0
A006799,U0893,Sales,Finance Analyst,PAYMENTS,0,15,6,0,34,1,Sri Lanka,2026-08-28T20:49,0
A006800,U0802,Human Resources,HR Specialist,PAYMENTS,0,11,4,0,136,1,Sri Lanka,2026-08-10T16:18,0
A006801,U0104,Customer Support,Contractor,CUSTOMER-PORTAL,0,3,4,1,53,2,Sri Lanka,2026-07-12T21:13,0
A006802,U0795,Operations,Standard User,CRM-CLOUD,0,16,1,0,204,1,Sri Lanka,2026-07-19T00:58,0
A006803,U0187,Customer Support,Standard User,CUSTOMER-PORTAL,0,16,2,1,677,1,Sri Lanka,2026-07-14T09:47,0
A006804,U0578,Customer Support,Developer,FILE-SHARE,1,14,0,1,107,1,Sri Lanka,2026-08-23T12:43,0
A006805,U0041,Finance,Standard User,HRIS,0,12,0,0,73,1,Sri Lanka,2026-06-27T20:40,0
A006806,U0470,Operations,Developer,CRM-CLOUD,0,9,2,2,50,2,Sri Lanka,2026-06-27T08:14,0
A006807,U0135,Information Technology,Standard User,PAYMENTS,0,1,2,1,71,1,Sri Lanka,2026-06-23T06:26,0
A006808,U0654,Human Resources,Finance Analyst,HRIS,0,16,1,0,107,1,Sri Lanka,2026-07-31T14:09,0
A006809,U0777,Customer Support,Developer,FILE-SHARE,1,1,3,0,21063,2,Sri Lanka,2026-08-09T18:27,1
A006810,U0648,Legal,Contractor,HRIS,0,12,2,1,77,1,Sri Lanka,2026-06-06T23:01,0
A006811,U0807,Legal,Standard User,CUSTOMER-PORTAL,0,13,2,1,63,1,India,2026-06-11T08:12,0
A006812,U0801,Sales,Finance Analyst,DEVOPS,0,5,1,0,100,1,Sri Lanka,2026-06-05T18:29,0
A006813,U0096,Customer Support,System Administrator,EMAIL,1,10,7,1,322,1,Sri Lanka,2026-06-20T01:55,0
A006814,U0818,Sales,Database Administrator,DEVOPS,1,11,0,0,12,1,Sri Lanka,2026-08-03T12:56,0
A006815,U0721,Legal,Contractor,PAYMENTS,0,12,1,1,143,1,India,2026-07-23T20:27,0
A006816,U0780,Information Technology,Support Agent,DATA-WAREHOUSE,0,16,0,1,52,1,Sri Lanka,2026-06-06T06:52,0
A006817,U0183,Operations,HR Specialist,CRM-CLOUD,0,16,6,0,127,1,Singapore,2026-06-28T05:33,0
A006818,U0299,Finance,Standard User,ERP-PROD,0,16,1,1,9,1,Sri Lanka,2026-07-23T15:39,0
A006819,U0420,Information Technology,Standard User,FILE-SHARE,0,15,0,0,245,1,Sri Lanka,2026-06-10T16:18,0
A006820,U0322,Finance,Standard User,FILE-SHARE,0,15,1,1,135,1,Sri Lanka,2026-08-14T16:19,0
A006821,U0753,Human Resources,Finance Analyst,DATA-WAREHOUSE,0,11,1,1,168,1,Sri Lanka,2026-08-04T19:54,0
A006822,U0571,Information Technology,Standard User,PAYMENTS,0,6,2,1,27,1,Sri Lanka,2026-07-28T10:03,0
A006823,U0468,Customer Support,Support Agent,ERP-PROD,0,14,1,0,122,1,Sri Lanka,2026-06-17T08:44,0
A006824,U0388,Sales,Standard User,CRM-CLOUD,0,25,2,0,61,1,Sri Lanka,2026-06-12T19:53,0
A006825,U0667,Human Resources,System Administrator,CRM-CLOUD,1,15,0,1,107,1,Sri Lanka,2026-07-08T02:01,0
A006826,U0250,Finance,Support Agent,DATA-WAREHOUSE,0,17,0,0,155,1,Sri Lanka,2026-07-13T23:31,0
A006827,U0780,Customer Support,Standard User,DEVOPS,0,8,0,0,51,2,Sri Lanka,2026-07-25T12:29,0
A006828,U0601,Sales,Developer,CUSTOMER-PORTAL,1,102,0,1,48,2,Sri Lanka,2026-08-19T10:02,1
A006829,U0776,Legal,Standard User,DATA-WAREHOUSE,0,17,2,1,67,1,Sri Lanka,2026-06-15T19:11,0
A006830,U0117,Sales,Standard User,CRM-CLOUD,0,15,2,0,47,1,Sri Lanka,2026-08-22T17:15,0
A006831,U0646,Procurement,Standard User,EMAIL,0,8,1,1,39,1,Germany,2026-06-14T22:56,0
A006832,U0666,Finance,Contractor,PAYMENTS,0,9,1,2,39,2,Sri Lanka,2026-07-08T09:04,0
A006833,U0794,Procurement,Standard User,CUSTOMER-PORTAL,0,9,0,2,62,2,Sri Lanka,2026-08-13T04:02,0
A006834,U0456,Operations,Developer,HRIS,0,15,1,0,80,1,Sri Lanka,2026-06-17T23:56,0
A006835,U0886,Information Technology,Finance Analyst,EMAIL,0,8,0,0,107,1,Sri Lanka,2026-07-07T19:38,0
A006836,U0028,Operations,Developer,EMAIL,0,15,0,0,374,1,Germany,2026-07-16T14:48,0
A006837,U0619,Sales,Standard User,PAYMENTS,0,12,0,1,105,1,Sri Lanka,2026-07-10T03:56,0
A006838,U0509,Customer Support,Contractor,CRM-CLOUD,0,8,3,0,35,1,Sri Lanka,2026-06-18T18:19,0
A006839,U0152,Customer Support,Standard User,DEVOPS,0,14,1,1,57,1,Sri Lanka,2026-06-07T06:36,0
A006840,U0043,Sales,Standard User,CUSTOMER-PORTAL,0,7,3,0,319,1,United States,2026-06-22T06:16,0
A006841,U0223,Operations,Support Agent,FILE-SHARE,0,8,0,0,146,1,Sri Lanka,2026-09-01T17:19,0
A006842,U0054,Sales,Standard User,CRM-CLOUD,0,1,2,0,401,1,Sri Lanka,2026-06-21T09:18,0
A006843,U0271,Operations,Standard User,CRM-CLOUD,0,6,1,0,712,2,Sri Lanka,2026-07-04T03:32,0
A006844,U0635,Human Resources,Support Agent,DEVOPS,0,10,2,0,138,1,Sri Lanka,2026-08-31T06:49,0
A006845,U0778,Sales,Support Agent,DEVOPS,0,21,4,1,66,1,Sri Lanka,2026-06-14T18:42,0
A006846,U0757,Sales,HR Specialist,DATA-WAREHOUSE,0,16,1,0,103,2,Sri Lanka,2026-06-13T20:48,0
A006847,U0015,Operations,Standard User,CUSTOMER-PORTAL,0,7,0,0,951,1,Sri Lanka,2026-06-20T23:24,0
A006848,U0681,Information Technology,Standard User,PAYMENTS,0,2,1,0,338,1,India,2026-08-05T09:49,0
A006849,U0778,Finance,Standard User,DEVOPS,0,8,1,0,28,1,Sri Lanka,2026-07-20T19:42,0
A006850,U0369,Human Resources,Standard User,FILE-SHARE,0,27,1,0,41,1,Singapore,2026-08-08T00:56,0
A006851,U0420,Sales,Developer,CUSTOMER-PORTAL,0,3,0,1,59,1,Sri Lanka,2026-07-05T10:45,0
A006852,U0892,Sales,Support Agent,EMAIL,0,19,1,0,14,2,Sri Lanka,2026-06-15T19:26,0
A006853,U0551,Sales,Developer,PAYMENTS,0,19,1,1,143,1,Germany,2026-07-07T02:14,0
A006854,U0225,Finance,Developer,CRM-CLOUD,0,2,1,1,101,1,United Kingdom,2026-08-10T18:54,0
A006855,U0827,Customer Support,Contractor,CRM-CLOUD,0,7,1,1,114,1,Sri Lanka,2026-08-06T08:22,0
A006856,U0193,Finance,Developer,FILE-SHARE,0,17,8,1,46,1,Sri Lanka,2026-08-12T11:41,0
A006857,U0229,Information Technology,Developer,ERP-PROD,1,16,2,1,19,1,Sri Lanka,2026-06-05T03:52,0
A006858,U0617,Procurement,Standard User,HRIS,0,20,1,1,262,1,Sri Lanka,2026-08-24T16:26,0
A006859,U0372,Operations,Finance Analyst,EMAIL,0,7,1,1,82,1,Germany,2026-08-10T21:49,0
A006860,U0077,Operations,Support Agent,DATA-WAREHOUSE,0,6,1,1,11,1,United Kingdom,2026-07-17T11:51,0
A006861,U0388,Operations,Support Agent,HRIS,0,17,1,0,262,2,United States,2026-07-07T22:16,0
A006862,U0365,Legal,Standard User,FILE-SHARE,0,11,1,0,29,2,Singapore,2026-08-30T02:14,0
A006863,U0537,Sales,Developer,CRM-CLOUD,0,9,1,0,27,2,Sri Lanka,2026-08-04T11:29,0
A006864,U0896,Procurement,Finance Analyst,ERP-PROD,0,14,1,2,182,2,Sri Lanka,2026-08-19T09:36,0
A006865,U0343,Information Technology,Developer,CRM-CLOUD,0,10,1,0,22,1,Sri Lanka,2026-06-26T22:57,0
A006866,U0397,Legal,Developer,CRM-CLOUD,1,12,0,0,145,1,Singapore,2026-06-16T17:14,0
A006867,U0316,Sales,Contractor,ERP-PROD,0,15,0,0,168,1,Sri Lanka,2026-08-28T10:35,0
A006868,U0684,Operations,System Administrator,DEVOPS,1,4,4,1,28,1,United Kingdom,2026-07-24T08:11,0
A006869,U0255,Procurement,Support Agent,DEVOPS,0,14,2,0,90,1,Sri Lanka,2026-08-20T08:23,0
A006870,U0858,Sales,Contractor,ERP-PROD,0,12,0,0,185,1,Sri Lanka,2026-07-26T03:41,0
A006871,U0763,Information Technology,Standard User,EMAIL,0,14,3,0,174,1,India,2026-06-13T07:36,0
A006872,U0849,Procurement,Support Agent,EMAIL,0,13,1,2,77,1,Sri Lanka,2026-07-22T19:26,0
A006873,U0152,Information Technology,Support Agent,CRM-CLOUD,0,1,0,1,106,1,Sri Lanka,2026-06-04T20:55,0
A006874,U0627,Operations,Support Agent,DEVOPS,0,17,0,0,157,1,United States,2026-07-03T12:07,0
A006875,U0284,Legal,Standard User,CUSTOMER-PORTAL,0,14,0,0,1503,2,United States,2026-06-10T04:00,0
A006876,U0398,Finance,Contractor,DATA-WAREHOUSE,0,11,0,1,285,1,Sri Lanka,2026-07-24T14:22,0
A006877,U0765,Procurement,Contractor,PAYMENTS,0,1,0,0,17,3,Sri Lanka,2026-08-22T04:57,0
A006878,U0777,Customer Support,HR Specialist,CUSTOMER-PORTAL,0,5,1,1,671,1,Sri Lanka,2026-07-15T02:08,0
A006879,U0745,Sales,Standard User,FILE-SHARE,0,11,1,1,177,1,Singapore,2026-08-30T16:25,0
A006880,U0014,Procurement,Standard User,CUSTOMER-PORTAL,0,25,2,1,25,1,Sri Lanka,2026-07-23T17:07,0
A006881,U0279,Human Resources,Standard User,DATA-WAREHOUSE,0,18,1,38,305,1,Sri Lanka,2026-07-02T07:42,1
A006882,U0283,Legal,Contractor,CRM-CLOUD,0,19,1,2,146,1,Sri Lanka,2026-07-19T05:56,0
A006883,U0840,Finance,HR Specialist,HRIS,0,4,3,0,296,2,Sri Lanka,2026-07-12T21:06,0
A006884,U0231,Operations,Database Administrator,FILE-SHARE,1,12,1,0,204,1,Sri Lanka,2026-08-05T21:06,0
A006885,U0676,Procurement,Contractor,DATA-WAREHOUSE,0,9,0,1,312,1,India,2026-08-20T12:30,0
A006886,U0755,Procurement,Developer,DEVOPS,0,7,4,0,135,1,Sri Lanka,2026-08-16T11:06,0
A006887,U0669,Sales,Standard User,DEVOPS,0,10,2,1,14,1,Sri Lanka,2026-08-06T20:37,0
A006888,U0023,Legal,Contractor,FILE-SHARE,0,14,7,0,64,1,United States,2026-08-04T13:33,0
A006889,U0183,Sales,Standard User,ERP-PROD,0,10,1,3,319,1,Singapore,2026-08-19T19:41,0
A006890,U0761,Procurement,Standard User,ERP-PROD,0,17,0,2,45,2,Sri Lanka,2026-07-14T15:23,0
A006891,U0605,Legal,Standard User,CUSTOMER-PORTAL,0,7,1,0,280,1,Sri Lanka,2026-06-26T04:52,0
A006892,U0233,Customer Support,Standard User,EMAIL,0,12,6,0,181,2,Sri Lanka,2026-08-07T20:38,0
A006893,U0068,Sales,Finance Analyst,DATA-WAREHOUSE,0,1,0,0,327,2,Sri Lanka,2026-09-01T02:36,0
A006894,U0779,Finance,Contractor,DATA-WAREHOUSE,0,7,0,0,52,1,Singapore,2026-06-24T23:39,0
A006895,U0515,Finance,Standard User,DATA-WAREHOUSE,0,8,4,2,31,2,Sri Lanka,2026-07-13T07:11,0
A006896,U0274,Human Resources,Developer,CRM-CLOUD,0,13,1,0,42,1,Sri Lanka,2026-08-12T21:54,0
A006897,U0747,Sales,Standard User,CRM-CLOUD,0,6,2,1,47,1,India,2026-08-27T16:20,0
A006898,U0857,Legal,Contractor,PAYMENTS,0,13,2,1,152,2,Sri Lanka,2026-06-26T11:02,0
A006899,U0259,Procurement,HR Specialist,DEVOPS,1,148,2,0,470,1,Sri Lanka,2026-07-06T16:40,1
A006900,U0362,Operations,Finance Analyst,DATA-WAREHOUSE,0,8,0,1,496,1,Sri Lanka,2026-08-06T05:06,0
A006901,U0882,Human Resources,Standard User,CRM-CLOUD,0,7,2,1,69,1,India,2026-07-24T16:56,0
A006902,U0621,Sales,Standard User,DATA-WAREHOUSE,0,12,1,1,70,1,Sri Lanka,2026-07-21T00:10,0
A006903,U0310,Legal,Database Administrator,DATA-WAREHOUSE,1,3,0,0,655,2,Sri Lanka,2026-07-30T17:39,0
A006904,U0758,Operations,Support Agent,PAYMENTS,0,16,1,1,51,2,Sri Lanka,2026-08-31T00:03,0
A006905,U0233,Information Technology,Support Agent,FILE-SHARE,0,15,0,0,12,1,Sri Lanka,2026-08-25T04:50,0
A006906,U0386,Human Resources,Standard User,ERP-PROD,0,18,0,1,22,1,Sri Lanka,2026-07-26T22:48,0
A006907,U0062,Procurement,Contractor,DATA-WAREHOUSE,0,18,3,1,48,1,India,2026-08-27T10:37,0
A006908,U0818,Finance,Standard User,CRM-CLOUD,0,3,3,0,294,1,Sri Lanka,2026-08-29T01:05,0
A006909,U0603,Operations,Support Agent,FILE-SHARE,0,3,4,1,56,1,India,2026-06-03T02:23,0
A006910,U0730,Procurement,Support Agent,ERP-PROD,0,23,0,2,43,1,Sri Lanka,2026-07-11T02:49,0
A006911,U0177,Legal,Contractor,DATA-WAREHOUSE,0,16,0,0,108,1,Sri Lanka,2026-06-06T17:22,0
A006912,U0757,Finance,Standard User,ERP-PROD,0,7,1,1,9,1,United Kingdom,2026-08-12T11:33,0
A006913,U0028,Sales,Standard User,FILE-SHARE,0,10,1,1,82,2,Sri Lanka,2026-06-24T17:58,0
A006914,U0432,Procurement,Standard User,CRM-CLOUD,0,13,1,1,4,2,Sri Lanka,2026-06-07T22:28,0
A006915,U0195,Legal,Developer,PAYMENTS,1,9,3,0,485,1,Sri Lanka,2026-08-23T06:02,0
A006916,U0196,Sales,Standard User,PAYMENTS,1,113,0,0,232,1,Sri Lanka,2026-07-02T04:58,1
A006917,U0477,Legal,Standard User,HRIS,0,18,6,1,28,1,Sri Lanka,2026-07-16T22:26,0
A006918,U0311,Customer Support,Standard User,DEVOPS,0,16,5,1,81,3,United Kingdom,2026-07-14T19:20,0
A006919,U0748,Information Technology,Standard User,PAYMENTS,0,1,0,0,120,2,Sri Lanka,2026-08-24T01:39,0
A006920,U0406,Finance,Developer,EMAIL,0,7,0,2,118,2,Germany,2026-06-21T02:23,0
A006921,U0176,Procurement,Contractor,DATA-WAREHOUSE,0,4,2,0,556,1,United States,2026-06-20T06:28,0
A006922,U0539,Information Technology,Database Administrator,CRM-CLOUD,1,5,4,1,182,1,Sri Lanka,2026-06-27T11:55,0
A006923,U0277,Sales,Developer,DATA-WAREHOUSE,0,9,1,1,348,1,Sri Lanka,2026-08-19T13:23,0
A006924,U0530,Sales,Support Agent,FILE-SHARE,0,9,1,0,269,1,Singapore,2026-07-22T14:40,0
A006925,U0765,Finance,Developer,FILE-SHARE,1,2,0,1,164,1,Sri Lanka,2026-07-16T06:07,0
A006926,U0371,Customer Support,Finance Analyst,PAYMENTS,0,12,2,1,145,1,United States,2026-08-09T23:21,0
A006927,U0369,Procurement,Standard User,EMAIL,0,16,1,0,152,1,Sri Lanka,2026-08-19T19:24,0
A006928,U0098,Customer Support,Standard User,ERP-PROD,0,22,1,1,284,1,Germany,2026-08-02T07:56,0
A006929,U0088,Customer Support,Support Agent,DATA-WAREHOUSE,0,7,1,0,365,1,Sri Lanka,2026-07-19T12:24,0
A006930,U0132,Customer Support,System Administrator,CRM-CLOUD,1,10,1,1,418,1,Sri Lanka,2026-07-08T17:07,0
A006931,U0236,Procurement,Standard User,HRIS,0,7,2,0,160,1,United States,2026-06-08T19:01,0
A006932,U0339,Customer Support,Support Agent,CRM-CLOUD,0,15,1,0,184,1,India,2026-08-02T08:07,0
A006933,U0295,Human Resources,Support Agent,FILE-SHARE,0,18,0,0,166,2,Sri Lanka,2026-06-09T19:31,0
A006934,U0107,Sales,Developer,DATA-WAREHOUSE,0,19,0,0,46,1,Sri Lanka,2026-07-07T06:23,0
A006935,U0416,Finance,Support Agent,CRM-CLOUD,0,17,1,2,141,1,Sri Lanka,2026-06-06T00:34,0
A006936,U0584,Procurement,Standard User,EMAIL,0,5,1,1,199,1,Sri Lanka,2026-06-19T00:47,0
A006937,U0265,Finance,Contractor,ERP-PROD,0,16,0,0,31,1,Sri Lanka,2026-07-11T08:17,0
A006938,U0282,Legal,Developer,FILE-SHARE,0,7,0,1,60,1,Sri Lanka,2026-08-18T12:30,0
A006939,U0675,Procurement,Database Administrator,CUSTOMER-PORTAL,1,17,0,1,112,2,Singapore,2026-06-09T12:35,0
A006940,U0599,Human Resources,Developer,FILE-SHARE,0,14,2,1,267,1,Sri Lanka,2026-06-22T16:05,0
A006941,U0818,Information Technology,Standard User,HRIS,0,13,4,0,63,1,Sri Lanka,2026-08-17T00:06,0
A006942,U0493,Finance,Standard User,CRM-CLOUD,0,11,0,0,15,1,Singapore,2026-08-12T20:35,0
A006943,U0707,Human Resources,Standard User,ERP-PROD,0,15,0,1,166,1,Sri Lanka,2026-07-14T01:32,0
A006944,U0436,Legal,Standard User,PAYMENTS,0,20,4,0,142,1,Sri Lanka,2026-06-28T21:57,0
A006945,U0237,Procurement,Standard User,DEVOPS,0,10,0,1,130,1,Sri Lanka,2026-06-09T03:42,0
A006946,U0387,Information Technology,Standard User,PAYMENTS,0,9,1,0,103,2,Sri Lanka,2026-08-21T08:44,0
A006947,U0031,Legal,Standard User,ERP-PROD,0,16,0,1,3,2,Sri Lanka,2026-07-05T13:58,0
A006948,U0093,Human Resources,Standard User,ERP-PROD,0,6,1,1,37,2,Sri Lanka,2026-07-02T08:59,0
A006949,U0611,Finance,Finance Analyst,FILE-SHARE,0,14,2,0,146,1,Sri Lanka,2026-08-10T14:15,0
