control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C0712,Business Continuity Control 0712,Business Continuity,Detective,N. Silva,Semi-Annual,0,Needs Improvement,Effective,30,0,2025-03-31,2025-09-27,R02658,None,Overdue
C0713,Vulnerability Management Control 0713,Vulnerability Management,Corrective,N. Silva,Annual,0,Effective,Effective,40,0,2025-03-12,2026-03-12,R00844,None,Overdue
C0714,Access Control Control 0714,Access Control,Corrective,T. Karunaratne,Semi-Annual,1,Needs Improvement,Effective,10,0,2025-10-12,2026-04-10,R02473,None,Overdue
C0715,Access Control Control 0715,Access Control,Detective,K. Fernando,Annual,1,Needs Improvement,Effective,10,0,2025-12-01,2026-12-01,R00191,None,Scheduled
C0716,Incident Response Control 0716,Incident Response,Detective,K. Fernando,Quarterly,0,Effective,Effective,20,0,2025-08-01,2025-10-30,R03899,None,Overdue
C0717,Change Management Control 0717,Change Management,Preventive,D. Senanayake,Annual,0,Effective,Effective,10,0,2025-05-20,2026-05-20,R00329,None,Overdue
C0718,Third-Party Risk Control 0718,Third-Party Risk,Detective,D. Senanayake,Semi-Annual,0,Ineffective,Effective,25,0,2025-06-26,2025-12-23,R01919,None,Overdue
C0719,Access Control Control 0719,Access Control,Detective,T. Karunaratne,Annual,1,Needs Improvement,Effective,10,0,2025-04-13,2026-04-13,R01199,None,Overdue
C0720,Security Awareness Control 0720,Security Awareness,Detective,R. Gunawardena,Semi-Annual,0,Effective,Needs Improvement,15,4,2025-08-23,2026-02-19,R02708,Medium,Overdue
C0721,Business Continuity Control 0721,Business Continuity,Detective,M. Wijesinghe,Annual,0,Effective,Effective,30,0,2025-03-22,2026-03-22,R04348,None,Overdue
C0722,Incident Response Control 0722,Incident Response,Preventive,N. Silva,Continuous,0,Needs Improvement,Needs Improvement,10,3,2025-11-10,2025-12-10,R00376,Low,Overdue
C0723,Vulnerability Management Control 0723,Vulnerability Management,Detective,N. Silva,Monthly,0,Effective,Effective,10,0,2025-11-20,2025-12-20,R04208,None,Overdue
C0724,Incident Response Control 0724,Incident Response,Preventive,D. Senanayake,Continuous,1,Effective,Needs Improvement,20,6,2025-10-11,2025-11-10,R03389,Medium,Overdue
C0725,Security Awareness Control 0725,Security Awareness,Detective,A. Perera,Quarterly,0,Effective,Effective,15,0,2026-04-13,2026-07-12,R02422,None,Overdue
C0726,Vulnerability Management Control 0726,Vulnerability Management,Detective,T. Karunaratne,Continuous,0,Effective,Effective,30,0,2025-09-09,2025-10-09,R03305,None,Overdue
C0727,Third-Party Risk Control 0727,Third-Party Risk,Preventive,S. Jayasinghe,Quarterly,1,Effective,Needs Improvement,25,5,2025-11-22,2026-02-20,R03528,Low,Overdue
C0728,Change Management Control 0728,Change Management,Detective,T. Karunaratne,Annual,0,Effective,Needs Improvement,20,2,2026-05-19,2027-05-19,R02860,High,Scheduled
C0729,Data Protection Control 0729,Data Protection,Corrective,S. Jayasinghe,Continuous,0,Effective,Effective,20,0,2025-04-11,2025-05-11,R00150,None,Overdue
C0730,Security Awareness Control 0730,Security Awareness,Detective,S. Jayasinghe,Semi-Annual,1,Effective,Effective,15,0,2026-04-16,2026-10-13,R02663,None,Scheduled
C0731,Change Management Control 0731,Change Management,Detective,N. Silva,Monthly,1,Needs Improvement,Effective,15,0,2025-09-23,2025-10-23,R01310,None,Overdue
C0732,Change Management Control 0732,Change Management,Detective,T. Karunaratne,Annual,0,Needs Improvement,Not Tested,15,4,2025-07-21,2026-07-21,R04549,Medium,Overdue
C0733,Data Protection Control 0733,Data Protection,Detective,M. Wijesinghe,Annual,0,Effective,Needs Improvement,40,4,2025-11-02,2026-11-02,R01753,High,Scheduled
C0734,Incident Response Control 0734,Incident Response,Detective,N. Silva,Quarterly,1,Effective,Needs Improvement,15,3,2025-09-03,2025-12-02,R01400,High,Overdue
C0735,Change Management Control 0735,Change Management,Detective,S. Jayasinghe,Semi-Annual,1,Effective,Effective,5,0,2025-05-27,2025-11-23,R00896,None,Overdue
C0736,Security Awareness Control 0736,Security Awareness,Detective,K. Fernando,Quarterly,0,Effective,Needs Improvement,20,9,2025-06-15,2025-09-13,R03284,Medium,Overdue
C0737,Access Control Control 0737,Access Control,Detective,R. Gunawardena,Quarterly,1,Effective,Effective,5,0,2026-04-29,2026-07-28,R02778,None,Overdue
C0738,Data Protection Control 0738,Data Protection,Preventive,R. Gunawardena,Quarterly,0,Needs Improvement,Effective,30,0,2025-06-14,2025-09-12,R00851,None,Overdue
C0739,Third-Party Risk Control 0739,Third-Party Risk,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Not Tested,20,5,2026-07-25,2026-10-23,R00514,High,Scheduled
C0740,Security Awareness Control 0740,Security Awareness,Detective,K. Fernando,Semi-Annual,0,Needs Improvement,Effective,25,0,2026-07-12,2027-01-08,R01247,None,Scheduled
C0741,Change Management Control 0741,Change Management,Detective,N. Silva,Continuous,0,Effective,Needs Improvement,20,3,2025-06-13,2025-07-13,R02471,Low,Overdue
C0742,Vulnerability Management Control 0742,Vulnerability Management,Preventive,R. Gunawardena,Annual,0,Needs Improvement,Needs Improvement,20,3,2025-10-30,2026-10-30,R01487,Medium,Scheduled
C0743,Access Control Control 0743,Access Control,Preventive,K. Fernando,Quarterly,0,Needs Improvement,Effective,20,0,2026-05-22,2026-08-20,R04165,None,Overdue
C0744,Access Control Control 0744,Access Control,Corrective,T. Karunaratne,Monthly,0,Effective,Effective,15,0,2025-08-21,2025-09-20,R01783,None,Overdue
C0745,Access Control Control 0745,Access Control,Preventive,M. Wijesinghe,Quarterly,0,Effective,Needs Improvement,40,3,2025-05-06,2025-08-04,R01254,Low,Overdue
C0746,Change Management Control 0746,Change Management,Preventive,D. Senanayake,Monthly,0,Effective,Not Tested,10,4,2026-02-20,2026-03-22,R04332,Medium,Overdue
C0747,Third-Party Risk Control 0747,Third-Party Risk,Preventive,K. Fernando,Quarterly,1,Effective,Effective,20,0,2025-04-11,2025-07-10,R02403,None,Overdue
C0748,Access Control Control 0748,Access Control,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,15,0,2026-04-08,2026-07-07,R03903,None,Overdue
C0749,Change Management Control 0749,Change Management,Preventive,K. Fernando,Annual,0,Needs Improvement,Not Tested,5,2,2025-04-07,2026-04-07,R00299,Medium,Overdue
C0750,Data Protection Control 0750,Data Protection,Preventive,A. Perera,Semi-Annual,0,Needs Improvement,Effective,5,0,2026-07-04,2026-12-31,R03060,None,Scheduled
C0751,Incident Response Control 0751,Incident Response,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,5,0,2025-10-27,2026-01-25,R00773,None,Overdue
C0752,Change Management Control 0752,Change Management,Detective,K. Fernando,Semi-Annual,0,Effective,Needs Improvement,30,11,2026-08-02,2027-01-29,R04131,Medium,Scheduled
C0753,Third-Party Risk Control 0753,Third-Party Risk,Detective,D. Senanayake,Semi-Annual,0,Effective,Effective,10,0,2026-02-11,2026-08-10,R02860,None,Overdue
C0754,Security Awareness Control 0754,Security Awareness,Corrective,M. Wijesinghe,Semi-Annual,0,Effective,Needs Improvement,15,2,2026-05-19,2026-11-15,R00424,High,Scheduled
C0755,Vulnerability Management Control 0755,Vulnerability Management,Preventive,T. Karunaratne,Semi-Annual,0,Effective,Effective,10,0,2025-11-08,2026-05-07,R01374,None,Overdue
C0756,Business Continuity Control 0756,Business Continuity,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,10,0,2025-04-09,2025-07-08,R02419,None,Overdue
C0757,Incident Response Control 0757,Incident Response,Detective,D. Senanayake,Quarterly,1,Needs Improvement,Effective,5,0,2025-06-18,2025-09-16,R01459,None,Overdue
C0758,Access Control Control 0758,Access Control,Detective,M. Wijesinghe,Annual,1,Effective,Effective,30,0,2025-07-01,2026-07-01,R04854,None,Overdue
C0759,Data Protection Control 0759,Data Protection,Corrective,A. Perera,Continuous,0,Needs Improvement,Needs Improvement,30,5,2026-07-30,2026-08-29,R04851,Medium,Overdue
C0760,Vulnerability Management Control 0760,Vulnerability Management,Preventive,D. Senanayake,Monthly,0,Effective,Needs Improvement,30,2,2025-10-28,2025-11-27,R04958,Medium,Overdue
C0761,Incident Response Control 0761,Incident Response,Preventive,A. Perera,Semi-Annual,0,Effective,Effective,15,0,2025-05-19,2025-11-15,R03288,None,Overdue
C0762,Security Awareness Control 0762,Security Awareness,Detective,K. Fernando,Monthly,0,Effective,Needs Improvement,20,2,2025-07-17,2025-08-16,R01931,Low,Overdue
C0763,Business Continuity Control 0763,Business Continuity,Corrective,K. Fernando,Quarterly,1,Effective,Effective,15,0,2025-10-23,2026-01-21,R03876,None,Overdue
C0764,Access Control Control 0764,Access Control,Preventive,T. Karunaratne,Annual,1,Effective,Effective,40,0,2026-06-16,2027-06-16,R03201,None,Scheduled
C0765,Data Protection Control 0765,Data Protection,Preventive,M. Wijesinghe,Monthly,0,Ineffective,Effective,40,0,2026-04-10,2026-05-10,R01443,None,Overdue
C0766,Data Protection Control 0766,Data Protection,Preventive,R. Gunawardena,Continuous,1,Effective,Effective,30,0,2026-01-28,2026-02-27,R02135,None,Overdue
C0767,Data Protection Control 0767,Data Protection,Preventive,D. Senanayake,Continuous,1,Ineffective,Effective,15,0,2026-08-15,2026-09-14,R04750,None,Scheduled
C0768,Incident Response Control 0768,Incident Response,Detective,T. Karunaratne,Semi-Annual,0,Effective,Needs Improvement,5,1,2026-02-09,2026-08-08,R03268,Medium,Overdue
C0769,Security Awareness Control 0769,Security Awareness,Corrective,K. Fernando,Semi-Annual,0,Effective,Needs Improvement,30,13,2025-06-19,2025-12-16,R01773,High,Overdue
C0770,Access Control Control 0770,Access Control,Detective,S. Jayasinghe,Semi-Annual,1,Needs Improvement,Effective,30,0,2025-07-03,2025-12-30,R03682,None,Overdue
C0771,Change Management Control 0771,Change Management,Preventive,T. Karunaratne,Quarterly,0,Effective,Not Tested,25,4,2026-08-04,2026-11-02,R03712,High,Scheduled
C0772,Vulnerability Management Control 0772,Vulnerability Management,Preventive,S. Jayasinghe,Monthly,1,Effective,Effective,30,0,2025-09-17,2025-10-17,R03006,None,Overdue
C0773,Change Management Control 0773,Change Management,Preventive,T. Karunaratne,Annual,1,Ineffective,Effective,25,0,2025-03-20,2026-03-20,R04140,None,Overdue
C0774,Third-Party Risk Control 0774,Third-Party Risk,Detective,T. Karunaratne,Continuous,1,Needs Improvement,Effective,20,0,2025-12-18,2026-01-17,R04020,None,Overdue
C0775,Security Awareness Control 0775,Security Awareness,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,20,0,2025-10-26,2026-01-24,R02110,None,Overdue
C0776,Business Continuity Control 0776,Business Continuity,Detective,A. Perera,Quarterly,0,Effective,Effective,15,0,2026-03-28,2026-06-26,R03291,None,Overdue
C0777,Vulnerability Management Control 0777,Vulnerability Management,Preventive,N. Silva,Semi-Annual,1,Ineffective,Effective,40,0,2026-03-07,2026-09-03,R01882,None,Scheduled
C0778,Data Protection Control 0778,Data Protection,Corrective,R. Gunawardena,Annual,0,Needs Improvement,Needs Improvement,15,1,2025-04-04,2026-04-04,R04176,Medium,Overdue
C0779,Data Protection Control 0779,Data Protection,Detective,N. Silva,Semi-Annual,1,Effective,Effective,30,0,2025-11-10,2026-05-09,R04738,None,Overdue
C0780,Third-Party Risk Control 0780,Third-Party Risk,Detective,M. Wijesinghe,Monthly,1,Effective,Needs Improvement,10,2,2025-04-13,2025-05-13,R03801,Medium,Overdue
C0781,Data Protection Control 0781,Data Protection,Preventive,N. Silva,Semi-Annual,1,Effective,Effective,30,0,2025-10-11,2026-04-09,R03055,None,Overdue
C0782,Change Management Control 0782,Change Management,Preventive,N. Silva,Annual,0,Needs Improvement,Needs Improvement,20,7,2025-04-18,2026-04-18,R04575,Medium,Overdue
C0783,Vulnerability Management Control 0783,Vulnerability Management,Detective,K. Fernando,Semi-Annual,1,Effective,Needs Improvement,10,4,2026-06-29,2026-12-26,R03095,Low,Scheduled
C0784,Access Control Control 0784,Access Control,Detective,R. Gunawardena,Quarterly,1,Effective,Ineffective,15,2,2026-05-25,2026-08-23,R02463,Low,Overdue
C0785,Access Control Control 0785,Access Control,Corrective,D. Senanayake,Monthly,1,Effective,Needs Improvement,30,4,2025-06-20,2025-07-20,R03127,Critical,Overdue
C0786,Vulnerability Management Control 0786,Vulnerability Management,Preventive,K. Fernando,Quarterly,0,Effective,Effective,30,0,2025-03-17,2025-06-15,R00419,None,Overdue
C0787,Third-Party Risk Control 0787,Third-Party Risk,Preventive,R. Gunawardena,Continuous,1,Effective,Needs Improvement,5,2,2026-04-01,2026-05-01,R02271,High,Overdue
C0788,Data Protection Control 0788,Data Protection,Detective,R. Gunawardena,Quarterly,1,Effective,Effective,25,0,2025-03-16,2025-06-14,R02236,None,Overdue
C0789,Vulnerability Management Control 0789,Vulnerability Management,Detective,N. Silva,Quarterly,1,Needs Improvement,Effective,40,0,2025-09-11,2025-12-10,R04266,None,Overdue
C0790,Access Control Control 0790,Access Control,Detective,R. Gunawardena,Quarterly,0,Effective,Effective,25,0,2026-07-16,2026-10-14,R03336,None,Scheduled
C0791,Security Awareness Control 0791,Security Awareness,Detective,D. Senanayake,Continuous,0,Effective,Effective,30,0,2025-09-11,2025-10-11,R03096,None,Overdue
C0792,Access Control Control 0792,Access Control,Preventive,K. Fernando,Semi-Annual,0,Effective,Needs Improvement,10,3,2025-08-14,2026-02-10,R04860,High,Overdue
C0793,Security Awareness Control 0793,Security Awareness,Corrective,K. Fernando,Continuous,1,Effective,Effective,40,0,2026-06-13,2026-07-13,R00619,None,Overdue
C0794,Access Control Control 0794,Access Control,Detective,A. Perera,Continuous,0,Effective,Not Tested,5,1,2026-03-19,2026-04-18,R03052,Low,Overdue
C0795,Change Management Control 0795,Change Management,Corrective,R. Gunawardena,Monthly,1,Effective,Effective,15,0,2025-04-15,2025-05-15,R00553,None,Overdue
C0796,Change Management Control 0796,Change Management,Preventive,K. Fernando,Semi-Annual,0,Effective,Effective,10,0,2026-01-07,2026-07-06,R00438,None,Overdue
C0797,Third-Party Risk Control 0797,Third-Party Risk,Preventive,D. Senanayake,Quarterly,0,Effective,Effective,40,0,2026-01-25,2026-04-25,R00507,None,Overdue
C0798,Change Management Control 0798,Change Management,Detective,K. Fernando,Quarterly,0,Needs Improvement,Effective,5,0,2026-05-08,2026-08-06,R01527,None,Overdue
C0799,Change Management Control 0799,Change Management,Preventive,T. Karunaratne,Quarterly,0,Effective,Needs Improvement,5,1,2026-04-10,2026-07-09,R00615,Critical,Overdue
C0800,Third-Party Risk Control 0800,Third-Party Risk,Detective,K. Fernando,Semi-Annual,0,Effective,Effective,10,0,2026-04-16,2026-10-13,R01163,None,Scheduled
C0801,Data Protection Control 0801,Data Protection,Preventive,N. Silva,Quarterly,0,Effective,Ineffective,15,4,2025-04-12,2025-07-11,R00220,Low,Overdue
C0802,Data Protection Control 0802,Data Protection,Detective,D. Senanayake,Continuous,1,Effective,Effective,5,0,2026-04-27,2026-05-27,R04874,None,Overdue
C0803,Access Control Control 0803,Access Control,Corrective,S. Jayasinghe,Semi-Annual,1,Effective,Effective,30,0,2025-12-28,2026-06-26,R01327,None,Overdue
C0804,Data Protection Control 0804,Data Protection,Preventive,N. Silva,Quarterly,1,Effective,Effective,20,0,2025-07-05,2025-10-03,R00712,None,Overdue
C0805,Business Continuity Control 0805,Business Continuity,Detective,A. Perera,Annual,1,Effective,Effective,25,0,2025-09-20,2026-09-20,R00622,None,Scheduled
C0806,Incident Response Control 0806,Incident Response,Detective,T. Karunaratne,Continuous,1,Effective,Needs Improvement,40,11,2025-07-03,2025-08-02,R01670,Low,Overdue
C0807,Access Control Control 0807,Access Control,Preventive,N. Silva,Semi-Annual,0,Ineffective,Effective,5,0,2025-11-05,2026-05-04,R02602,None,Overdue
C0808,Data Protection Control 0808,Data Protection,Preventive,K. Fernando,Monthly,0,Effective,Effective,40,0,2026-06-18,2026-07-18,R01537,None,Overdue
C0809,Change Management Control 0809,Change Management,Detective,S. Jayasinghe,Quarterly,1,Effective,Ineffective,5,1,2026-03-01,2026-05-30,R01728,Medium,Overdue
C0810,Change Management Control 0810,Change Management,Detective,M. Wijesinghe,Monthly,0,Effective,Needs Improvement,30,3,2025-10-20,2025-11-19,R02895,High,Overdue
C0811,Third-Party Risk Control 0811,Third-Party Risk,Detective,S. Jayasinghe,Quarterly,1,Effective,Ineffective,25,2,2026-05-17,2026-08-15,R02754,Medium,Overdue
C0812,Security Awareness Control 0812,Security Awareness,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Ineffective,40,15,2025-08-14,2025-11-12,R03353,Medium,Overdue
C0813,Security Awareness Control 0813,Security Awareness,Detective,S. Jayasinghe,Quarterly,0,Effective,Not Tested,25,7,2025-09-27,2025-12-26,R03472,Medium,Overdue
C0814,Security Awareness Control 0814,Security Awareness,Corrective,R. Gunawardena,Monthly,1,Effective,Needs Improvement,20,9,2026-02-25,2026-03-27,R03259,Critical,Overdue
C0815,Change Management Control 0815,Change Management,Preventive,N. Silva,Continuous,1,Effective,Effective,20,0,2025-06-09,2025-07-09,R03543,None,Overdue
C0816,Change Management Control 0816,Change Management,Detective,T. Karunaratne,Annual,0,Needs Improvement,Needs Improvement,40,5,2025-06-09,2026-06-09,R01021,Low,Overdue
C0817,Change Management Control 0817,Change Management,Detective,D. Senanayake,Monthly,0,Effective,Needs Improvement,30,7,2025-12-14,2026-01-13,R03731,Low,Overdue
C0818,Change Management Control 0818,Change Management,Detective,S. Jayasinghe,Monthly,0,Effective,Effective,15,0,2025-11-12,2025-12-12,R00256,None,Overdue
C0819,Change Management Control 0819,Change Management,Detective,N. Silva,Quarterly,1,Effective,Effective,20,0,2026-04-27,2026-07-26,R04549,None,Overdue
C0820,Change Management Control 0820,Change Management,Detective,N. Silva,Continuous,1,Effective,Needs Improvement,25,11,2026-05-14,2026-06-13,R04965,Low,Overdue
C0821,Third-Party Risk Control 0821,Third-Party Risk,Detective,K. Fernando,Semi-Annual,0,Needs Improvement,Ineffective,15,2,2025-10-05,2026-04-03,R04957,Medium,Overdue
C0822,Vulnerability Management Control 0822,Vulnerability Management,Detective,K. Fernando,Semi-Annual,1,Needs Improvement,Needs Improvement,10,3,2026-01-17,2026-07-16,R00733,Critical,Overdue
C0823,Third-Party Risk Control 0823,Third-Party Risk,Detective,D. Senanayake,Monthly,1,Effective,Effective,40,0,2026-02-12,2026-03-14,R03843,None,Overdue
C0824,Incident Response Control 0824,Incident Response,Detective,D. Senanayake,Annual,1,Effective,Not Tested,10,1,2026-05-24,2027-05-24,R04846,Medium,Scheduled
C0825,Third-Party Risk Control 0825,Third-Party Risk,Preventive,D. Senanayake,Annual,0,Needs Improvement,Effective,10,0,2025-07-26,2026-07-26,R03142,None,Overdue
C0826,Vulnerability Management Control 0826,Vulnerability Management,Preventive,K. Fernando,Semi-Annual,1,Effective,Effective,25,0,2025-10-07,2026-04-05,R01936,None,Overdue
C0827,Security Awareness Control 0827,Security Awareness,Preventive,R. Gunawardena,Quarterly,1,Needs Improvement,Effective,15,0,2025-12-27,2026-03-27,R00891,None,Overdue
C0828,Vulnerability Management Control 0828,Vulnerability Management,Preventive,M. Wijesinghe,Continuous,1,Effective,Needs Improvement,5,1,2025-10-31,2025-11-30,R03588,Medium,Overdue
C0829,Data Protection Control 0829,Data Protection,Corrective,M. Wijesinghe,Continuous,1,Effective,Effective,15,0,2025-12-03,2026-01-02,R03922,None,Overdue
C0830,Data Protection Control 0830,Data Protection,Preventive,A. Perera,Semi-Annual,1,Effective,Effective,15,0,2026-07-26,2027-01-22,R04163,None,Scheduled
C0831,Third-Party Risk Control 0831,Third-Party Risk,Detective,S. Jayasinghe,Monthly,1,Effective,Needs Improvement,40,5,2025-08-30,2025-09-29,R01042,Medium,Overdue
C0832,Third-Party Risk Control 0832,Third-Party Risk,Detective,M. Wijesinghe,Quarterly,1,Effective,Not Tested,5,2,2026-05-08,2026-08-06,R03739,Low,Overdue
C0833,Business Continuity Control 0833,Business Continuity,Preventive,D. Senanayake,Quarterly,0,Effective,Effective,5,0,2026-08-10,2026-11-08,R00559,None,Scheduled
C0834,Access Control Control 0834,Access Control,Preventive,N. Silva,Annual,1,Needs Improvement,Needs Improvement,5,1,2026-07-10,2027-07-10,R02520,Low,Scheduled
C0835,Security Awareness Control 0835,Security Awareness,Detective,S. Jayasinghe,Monthly,1,Effective,Effective,5,0,2025-09-05,2025-10-05,R01220,None,Overdue
C0836,Business Continuity Control 0836,Business Continuity,Detective,S. Jayasinghe,Continuous,1,Effective,Not Tested,20,8,2026-04-27,2026-05-27,R04556,Critical,Overdue
C0837,Security Awareness Control 0837,Security Awareness,Corrective,M. Wijesinghe,Monthly,1,Effective,Effective,15,0,2025-03-23,2025-04-22,R02716,None,Overdue
C0838,Third-Party Risk Control 0838,Third-Party Risk,Detective,K. Fernando,Quarterly,1,Effective,Not Tested,30,12,2025-03-18,2025-06-16,R03617,High,Overdue
C0839,Vulnerability Management Control 0839,Vulnerability Management,Preventive,A. Perera,Continuous,1,Needs Improvement,Effective,15,0,2025-08-21,2025-09-20,R02838,None,Overdue
C0840,Third-Party Risk Control 0840,Third-Party Risk,Corrective,A. Perera,Continuous,0,Effective,Effective,20,0,2025-11-21,2025-12-21,R00904,None,Overdue
C0841,Data Protection Control 0841,Data Protection,Corrective,R. Gunawardena,Quarterly,1,Effective,Needs Improvement,20,2,2026-06-25,2026-09-23,R02786,Low,Scheduled
C0842,Access Control Control 0842,Access Control,Preventive,S. Jayasinghe,Monthly,1,Effective,Needs Improvement,40,17,2026-06-07,2026-07-07,R01184,Low,Overdue
C0843,Change Management Control 0843,Change Management,Detective,K. Fernando,Continuous,1,Effective,Effective,5,0,2026-05-27,2026-06-26,R00034,None,Overdue
C0844,Vulnerability Management Control 0844,Vulnerability Management,Corrective,K. Fernando,Quarterly,1,Effective,Effective,25,0,2026-06-25,2026-09-23,R03967,None,Scheduled
C0845,Third-Party Risk Control 0845,Third-Party Risk,Preventive,T. Karunaratne,Monthly,1,Needs Improvement,Effective,10,0,2025-03-19,2025-04-18,R04283,None,Overdue
C0846,Third-Party Risk Control 0846,Third-Party Risk,Detective,A. Perera,Quarterly,1,Needs Improvement,Effective,5,0,2025-10-02,2025-12-31,R03578,None,Overdue
C0847,Change Management Control 0847,Change Management,Detective,D. Senanayake,Quarterly,0,Effective,Needs Improvement,30,5,2025-04-01,2025-06-30,R04951,High,Overdue
C0848,Third-Party Risk Control 0848,Third-Party Risk,Preventive,A. Perera,Continuous,1,Effective,Effective,20,0,2025-10-15,2025-11-14,R03093,None,Overdue
C0849,Data Protection Control 0849,Data Protection,Corrective,K. Fernando,Quarterly,1,Effective,Effective,10,0,2026-06-29,2026-09-27,R00228,None,Scheduled
C0850,Security Awareness Control 0850,Security Awareness,Detective,A. Perera,Monthly,1,Needs Improvement,Needs Improvement,20,8,2025-10-13,2025-11-12,R03873,Low,Overdue
C0851,Incident Response Control 0851,Incident Response,Corrective,R. Gunawardena,Quarterly,0,Ineffective,Effective,10,0,2025-07-13,2025-10-11,R02218,None,Overdue
C0852,Access Control Control 0852,Access Control,Detective,S. Jayasinghe,Annual,1,Effective,Effective,15,0,2026-04-07,2027-04-07,R00349,None,Scheduled
C0853,Data Protection Control 0853,Data Protection,Preventive,A. Perera,Monthly,0,Needs Improvement,Not Tested,20,4,2025-11-22,2025-12-22,R04980,Low,Overdue
C0854,Third-Party Risk Control 0854,Third-Party Risk,Detective,K. Fernando,Continuous,0,Needs Improvement,Effective,10,0,2026-01-14,2026-02-13,R00926,None,Overdue
C0855,Vulnerability Management Control 0855,Vulnerability Management,Detective,N. Silva,Annual,0,Needs Improvement,Effective,30,0,2026-06-03,2027-06-03,R03792,None,Scheduled
C0856,Vulnerability Management Control 0856,Vulnerability Management,Corrective,D. Senanayake,Quarterly,1,Effective,Effective,10,0,2026-01-16,2026-04-16,R02427,None,Overdue
C0857,Business Continuity Control 0857,Business Continuity,Preventive,M. Wijesinghe,Continuous,1,Effective,Needs Improvement,10,3,2025-10-13,2025-11-12,R01188,Low,Overdue
C0858,Change Management Control 0858,Change Management,Detective,N. Silva,Monthly,1,Effective,Effective,10,0,2025-08-16,2025-09-15,R01533,None,Overdue
C0859,Change Management Control 0859,Change Management,Preventive,T. Karunaratne,Annual,0,Ineffective,Effective,5,0,2025-10-04,2026-10-04,R00876,None,Scheduled
C0860,Access Control Control 0860,Access Control,Detective,R. Gunawardena,Quarterly,1,Effective,Ineffective,30,12,2026-02-01,2026-05-02,R02028,Low,Overdue
C0861,Data Protection Control 0861,Data Protection,Preventive,A. Perera,Monthly,1,Effective,Needs Improvement,10,3,2026-08-26,2026-09-25,R00072,High,Scheduled
C0862,Data Protection Control 0862,Data Protection,Preventive,R. Gunawardena,Semi-Annual,0,Effective,Needs Improvement,15,6,2025-12-04,2026-06-02,R02811,Medium,Overdue
C0863,Access Control Control 0863,Access Control,Detective,K. Fernando,Quarterly,1,Effective,Not Tested,10,3,2025-08-28,2025-11-26,R01360,Low,Overdue
C0864,Security Awareness Control 0864,Security Awareness,Preventive,A. Perera,Continuous,1,Effective,Effective,40,0,2025-10-22,2025-11-21,R02127,None,Overdue
C0865,Incident Response Control 0865,Incident Response,Detective,M. Wijesinghe,Monthly,0,Effective,Effective,20,0,2025-09-06,2025-10-06,R04589,None,Overdue
C0866,Incident Response Control 0866,Incident Response,Corrective,S. Jayasinghe,Quarterly,0,Ineffective,Needs Improvement,20,8,2025-12-20,2026-03-20,R00797,High,Overdue
C0867,Change Management Control 0867,Change Management,Preventive,R. Gunawardena,Continuous,0,Needs Improvement,Effective,10,0,2026-07-23,2026-08-22,R01373,None,Overdue
C0868,Security Awareness Control 0868,Security Awareness,Detective,R. Gunawardena,Annual,1,Effective,Not Tested,5,1,2025-03-31,2026-03-31,R04963,Medium,Overdue
C0869,Security Awareness Control 0869,Security Awareness,Preventive,D. Senanayake,Annual,1,Ineffective,Effective,10,0,2026-03-08,2027-03-08,R00737,None,Scheduled
C0870,Security Awareness Control 0870,Security Awareness,Preventive,T. Karunaratne,Quarterly,1,Ineffective,Effective,10,0,2026-01-29,2026-04-29,R03468,None,Overdue
C0871,Incident Response Control 0871,Incident Response,Corrective,T. Karunaratne,Quarterly,0,Effective,Needs Improvement,20,7,2025-12-06,2026-03-06,R02294,Medium,Overdue
C0872,Vulnerability Management Control 0872,Vulnerability Management,Corrective,M. Wijesinghe,Semi-Annual,0,Effective,Effective,15,0,2025-11-11,2026-05-10,R01564,None,Overdue
C0873,Security Awareness Control 0873,Security Awareness,Preventive,D. Senanayake,Continuous,1,Effective,Effective,15,0,2026-01-26,2026-02-25,R02678,None,Overdue
C0874,Business Continuity Control 0874,Business Continuity,Preventive,M. Wijesinghe,Monthly,1,Ineffective,Not Tested,30,6,2025-03-15,2025-04-14,R01223,Medium,Overdue
C0875,Change Management Control 0875,Change Management,Preventive,T. Karunaratne,Quarterly,0,Effective,Effective,10,0,2026-07-13,2026-10-11,R00392,None,Scheduled
C0876,Change Management Control 0876,Change Management,Preventive,R. Gunawardena,Quarterly,1,Effective,Needs Improvement,10,3,2026-08-25,2026-11-23,R02569,Low,Scheduled
C0877,Access Control Control 0877,Access Control,Preventive,N. Silva,Annual,1,Effective,Needs Improvement,15,3,2026-06-10,2027-06-10,R02067,Medium,Scheduled
C0878,Third-Party Risk Control 0878,Third-Party Risk,Preventive,K. Fernando,Quarterly,0,Effective,Effective,20,0,2025-05-11,2025-08-09,R03867,None,Overdue
C0879,Change Management Control 0879,Change Management,Detective,S. Jayasinghe,Quarterly,1,Ineffective,Ineffective,40,9,2025-12-03,2026-03-03,R01478,Medium,Overdue
